2018-11-21 11:37:51.276 [restartedMain] INFO  com.wcw.contacts.ContactsApplication - Starting ContactsApplication on Wangchengwu with PID 13252 (D:\Users\djCTM\IdeaProjects\contacts\target\classes started by 点觉CTM in D:\Users\djCTM\IdeaProjects\contacts)
2018-11-21 11:37:51.281 [restartedMain] INFO  com.wcw.contacts.ContactsApplication - No active profile set, falling back to default profiles: default
2018-11-21 11:37:51.368 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2018-11-21 11:37:51.369 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2018-11-21 11:37:51.957 [restartedMain] WARN  org.mybatis.spring.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.dataService.mappers.*]' package. Please check your configuration.
2018-11-21 11:37:52.976 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2018-11-21 11:37:52.989 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2018-11-21 11:37:52.995 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-11-21 11:37:52.996 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.12
2018-11-21 11:37:53.006 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_191\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;D:\Users\AndroidSdk\platform-tools;D:\Users\AndroidSdk\tools;D:\Users\AndroidSdk\tools\bin;D:\Users\点觉CTM\AppData\Local\Programs\Python\Python37-32\Scripts\;D:\Users\点觉CTM\AppData\Local\Programs\Python\Python37-32\;D:\app\client32\djCTM\product\12.2.0\client_1\bin;D:\app\client\djCTM\product\12.2.0\client_2\bin;D:\app\client\djCTM\product\12.2.0\client_1\bin;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\WINDOWS\System32\OpenSSH\;D:\360安全浏览器下载\ikvmbin-7.2.4630.5\ikvm-7.2.4630.5\bin;D:\Pro;ram Files (x86)\GitExtensions\;D:\Program Files (x86)\Git\cmd;D:\Program Files (x86)\Git\mingw32\bin;D:\Program Files (x86)\Git\usr\bin;C:\Program Files (x86)\dotnet\;D:\Program Files\nodejs\;C:\ProgramData\chocolatey\bin;D:\Go\bin;C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\MSBuild\15.0\Bin;C:\Program Files\Java\jdk1.8.0_191\bin;C:\Users\点觉CTM\AppData\Local\Microsoft\WindowsApps;D:\Users\点觉CTM\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\点觉CTM\AppData\Roaming\npm;C:\Users\点觉CTM\.dotnet\tools;D:\Program Files (x86)\Quartz.net;;.]
2018-11-21 11:37:53.117 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-11-21 11:37:53.117 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1748 ms
2018-11-21 11:37:53.156 [restartedMain] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2018-11-21 11:37:53.158 [restartedMain] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet statViewServlet mapped to [/druid/*]
2018-11-21 11:37:53.160 [restartedMain] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-11-21 11:37:53.161 [restartedMain] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-11-21 11:37:53.161 [restartedMain] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'formContentFilter' to: [/*]
2018-11-21 11:37:53.161 [restartedMain] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-11-21 11:37:53.161 [restartedMain] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2018-11-21 11:37:53.304 [restartedMain] INFO  com.wcw.contacts.MyBatisConfiguration - load SpringBootVFS
2018-11-21 11:37:53.624 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-11-21 11:37:53.914 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2018-11-21 11:37:53.943 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2018-11-21 11:37:53.952 [restartedMain] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-11-21 11:37:53.967 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2018-11-21 11:37:53.970 [restartedMain] INFO  com.wcw.contacts.ContactsApplication - Started ContactsApplication in 3.261 seconds (JVM running for 3.956)
2018-11-21 11:38:02.135 [http-nio-8888-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
